SPN name,SPN,FMI,source
Battery State of Charge ErrorFault Code 17,514105,2,FRONT_IO_3_ECU
Inverter OverloadFault Code 20,514106,2,FRONT_IO_3_ECU
Vehicle Speed Sensor FaultFault Code 23,514107,2,FRONT_IO_3_ECU
Motor Controller FaultFault Code 2,514108,2,FRONT_IO_3_ECU
Battery State of Charge ErrorFault Code 30,514109,2,FRONT_IO_3_ECU
Thermal Management System FailureFault Code 22,514110,2,FRONT_IO_3_ECU
Thermal Management System FailureFault Code 3,514111,2,FRONT_IO_3_ECU
Brake Pressure Sensor ErrorFault Code 15,514112,2,FRONT_IO_3_ECU
Powertrain Communication TimeoutFault Code 17,514113,2,FRONT_IO_3_ECU
Battery OverheatingFault Code 28,514114,2,FRONT_IO_3_ECU
Battery State of Charge ErrorFault Code 3,514115,2,FRONT_IO_3_ECU
Inverter OverloadFault Code 29,514116,2,FRONT_IO_3_ECU
Inverter OverloadFault Code 11,514117,2,FRONT_IO_3_ECU
Vehicle Speed Sensor FaultFault Code 9,514118,2,FRONT_IO_3_ECU
Battery Cooling System ErrorFault Code 14,514119,2,FRONT_IO_3_ECU
Battery Cooling System ErrorFault Code 9,514120,2,FRONT_IO_3_ECU
Battery Cell ImbalanceFault Code 24,514121,2,FRONT_IO_3_ECU
Charge Port Communication ErrorFault Code 2,514122,2,FRONT_IO_3_ECU
Charge Port Communication ErrorFault Code 2,514123,2,FRONT_IO_3_ECU
Vehicle Speed Sensor FaultFault Code 26,514124,2,FRONT_IO_3_ECU
Traction Control System FailureFault Code 25,514125,2,FRONT_IO_3_ECU
Drive Motor OverloadFault Code 25,514096,14,FRONT_IO_3_ECU
Thermal Management System FailureFault Code 18,514097,14,FRONT_IO_3_ECU
Vehicle Speed Sensor FaultFault Code 6,514098,14,FRONT_IO_3_ECU
Motor Controller FaultFault Code 29,514099,14,FRONT_IO_3_ECU
Battery Cooling System ErrorFault Code 5,514100,14,FRONT_IO_3_ECU
High Voltage DisconnectFault Code 27,514101,14,FRONT_IO_3_ECU
Battery Cooling System ErrorFault Code 14,514102,14,FRONT_IO_3_ECU
Powertrain Communication TimeoutFault Code 17,514103,14,FRONT_IO_3_ECU
Battery OverheatingFault Code 18,514104,14,FRONT_IO_3_ECU
Charging Station MismatchFault Code 8,514105,14,FRONT_IO_3_ECU
High Voltage DisconnectFault Code 8,514106,14,FRONT_IO_3_ECU
Charging Station MismatchFault Code 11,514107,14,FRONT_IO_3_ECU
Brake Pressure Sensor ErrorFault Code 8,514108,14,FRONT_IO_3_ECU
Drive Motor OverloadFault Code 10,514109,14,FRONT_IO_3_ECU
Battery OverheatingFault Code 24,514110,14,FRONT_IO_3_ECU
Battery Cell ImbalanceFault Code 30,514111,14,FRONT_IO_3_ECU
HVAC System FaultFault Code 26,514112,14,FRONT_IO_3_ECU
Regenerative Braking ErrorFault Code 6,514113,14,FRONT_IO_3_ECU
Regenerative Braking ErrorFault Code 31,514114,14,FRONT_IO_3_ECU
Isolation Fault DetectedFault Code 23,514115,14,FRONT_IO_3_ECU
Battery Cell ImbalanceFault Code 8,514116,14,FRONT_IO_3_ECU
Battery OverheatingFault Code 7,514117,14,FRONT_IO_3_ECU
HVAC System FaultFault Code 12,514118,14,FRONT_IO_3_ECU
Regenerative Braking ErrorFault Code 29,514119,14,FRONT_IO_3_ECU
Traction Control System FailureFault Code 4,514120,14,FRONT_IO_3_ECU
Traction Control System FailureFault Code 19,514121,14,FRONT_IO_3_ECU
Battery OverheatingFault Code 15,514122,14,FRONT_IO_3_ECU
Electric Drive Unit OvercurrentFault Code 12,514123,14,FRONT_IO_3_ECU
HVAC System FaultFault Code 2,514124,14,FRONT_IO_3_ECU
Electric Drive Unit OvercurrentFault Code 8,514125,14,FRONT_IO_3_ECU
Motor Controller FaultFault Code 18,514035,14,FRONT_IO_3_ECU
Inverter OverloadFault Code 12,514022,2,FRONT_IO_3_ECU
Charging Station MismatchFault Code 19,514015,11,FRONT_IO_3_ECU
Electric Drive Unit OvercurrentFault Code 15,514012,16,FRONT_IO_3_ECU
Powertrain Communication TimeoutFault Code 16,514014,16,FRONT_IO_3_ECU
Powertrain Communication TimeoutFault Code 8,514007,16,FRONT_IO_3_ECU
Traction Control System FailureFault Code 23,514009,31,FRONT_IO_3_ECU
HVAC System FaultFault Code 27,514010,31,FRONT_IO_3_ECU
Powertrain Communication TimeoutFault Code 31,514008,16,FRONT_IO_3_ECU
Electric Drive Unit OvercurrentFault Code 10,514126,14,FRONT_IO_3_ECU
Charging Station MismatchFault Code 23,514013,16,FRONT_IO_3_ECU
Battery OverheatingFault Code 25,514011,16,FRONT_IO_3_ECU
Electric Drive Unit OvercurrentFault Code 10,514025,2,FRONT_IO_3_ECU
Charge Port Communication ErrorFault Code 18,514038,2,FRONT_IO_3_ECU
Battery OverheatingFault Code 29,514005,2,FRONT_IO_3_ECU
Drive Motor OverloadFault Code 4,514039,2,FRONT_IO_3_ECU
Thermal Management System FailureFault Code 8,514006,16,FRONT_IO_3_ECU
Charging Station MismatchFault Code 19,514015,14,FRONT_IO_3_ECU
Charge Port Communication ErrorFault Code 18,514040,16,FRONT_IO_3_ECU
Drive Motor OverloadFault Code 16,514041,16,FRONT_IO_3_ECU
Charge Port Communication ErrorFault Code 3,514042,16,FRONT_IO_3_ECU
Traction Control System FailureFault Code 10,514043,16,FRONT_IO_3_ECU
Vehicle Speed Sensor FaultFault Code 6,514044,16,FRONT_IO_3_ECU
Regenerative Braking ErrorFault Code 27,514045,16,FRONT_IO_3_ECU
Battery Cooling System ErrorFault Code 3,514046,16,FRONT_IO_3_ECU
Charge Port Communication ErrorFault Code 28,514047,16,FRONT_IO_3_ECU
Isolation Fault DetectedFault Code 21,514048,16,FRONT_IO_3_ECU
Battery Cell ImbalanceFault Code 9,514049,16,FRONT_IO_3_ECU
Traction Control System FailureFault Code 29,514050,16,FRONT_IO_3_ECU
Charging Station MismatchFault Code 23,514051,16,FRONT_IO_3_ECU
Motor Controller FaultFault Code 2,514052,16,FRONT_IO_3_ECU
Regenerative Braking ErrorFault Code 19,514053,16,FRONT_IO_3_ECU
Electric Drive Unit OvercurrentFault Code 12,514054,16,FRONT_IO_3_ECU
Charge Port Communication ErrorFault Code 18,514040,18,FRONT_IO_3_ECU
Drive Motor OverloadFault Code 16,514041,18,FRONT_IO_3_ECU
Charge Port Communication ErrorFault Code 3,514042,18,FRONT_IO_3_ECU
Traction Control System FailureFault Code 10,514043,18,FRONT_IO_3_ECU
Vehicle Speed Sensor FaultFault Code 6,514044,18,FRONT_IO_3_ECU
Regenerative Braking ErrorFault Code 27,514045,18,FRONT_IO_3_ECU
Battery Cooling System ErrorFault Code 3,514046,18,FRONT_IO_3_ECU
Charge Port Communication ErrorFault Code 28,514047,18,FRONT_IO_3_ECU
Isolation Fault DetectedFault Code 21,514048,18,FRONT_IO_3_ECU
Battery Cell ImbalanceFault Code 9,514049,18,FRONT_IO_3_ECU
Traction Control System FailureFault Code 29,514050,18,FRONT_IO_3_ECU
Charging Station MismatchFault Code 23,514051,18,FRONT_IO_3_ECU
Motor Controller FaultFault Code 2,514052,18,FRONT_IO_3_ECU
Regenerative Braking ErrorFault Code 19,514053,18,FRONT_IO_3_ECU
Electric Drive Unit OvercurrentFault Code 12,514054,18,FRONT_IO_3_ECU
Charge Port Communication ErrorFault Code 18,514040,3,FRONT_IO_3_ECU
Drive Motor OverloadFault Code 16,514041,3,FRONT_IO_3_ECU
Charge Port Communication ErrorFault Code 3,514042,3,FRONT_IO_3_ECU
Traction Control System FailureFault Code 10,514043,3,FRONT_IO_3_ECU
Vehicle Speed Sensor FaultFault Code 6,514044,3,FRONT_IO_3_ECU
Regenerative Braking ErrorFault Code 27,514045,3,FRONT_IO_3_ECU
Battery Cooling System ErrorFault Code 3,514046,3,FRONT_IO_3_ECU
Charge Port Communication ErrorFault Code 28,514047,3,FRONT_IO_3_ECU
Isolation Fault DetectedFault Code 21,514048,3,FRONT_IO_3_ECU
Battery Cell ImbalanceFault Code 9,514049,3,FRONT_IO_3_ECU
Traction Control System FailureFault Code 29,514050,3,FRONT_IO_3_ECU
Charging Station MismatchFault Code 23,514051,3,FRONT_IO_3_ECU
Motor Controller FaultFault Code 2,514052,3,FRONT_IO_3_ECU
Regenerative Braking ErrorFault Code 19,514053,3,FRONT_IO_3_ECU
Electric Drive Unit OvercurrentFault Code 12,514054,3,FRONT_IO_3_ECU
Charge Port Communication ErrorFault Code 18,514040,4,FRONT_IO_3_ECU
Drive Motor OverloadFault Code 16,514041,4,FRONT_IO_3_ECU
Charge Port Communication ErrorFault Code 3,514042,4,FRONT_IO_3_ECU
Traction Control System FailureFault Code 10,514043,4,FRONT_IO_3_ECU
Vehicle Speed Sensor FaultFault Code 6,514044,4,FRONT_IO_3_ECU
Regenerative Braking ErrorFault Code 27,514045,4,FRONT_IO_3_ECU
Battery Cooling System ErrorFault Code 3,514046,4,FRONT_IO_3_ECU
Charge Port Communication ErrorFault Code 28,514047,4,FRONT_IO_3_ECU
Isolation Fault DetectedFault Code 21,514048,4,FRONT_IO_3_ECU
Battery Cell ImbalanceFault Code 9,514049,4,FRONT_IO_3_ECU
Traction Control System FailureFault Code 29,514050,4,FRONT_IO_3_ECU
Charging Station MismatchFault Code 23,514051,4,FRONT_IO_3_ECU
Motor Controller FaultFault Code 2,514052,4,FRONT_IO_3_ECU
Regenerative Braking ErrorFault Code 19,514053,4,FRONT_IO_3_ECU
Electric Drive Unit OvercurrentFault Code 12,514054,4,FRONT_IO_3_ECU
Charge Port Communication ErrorFault Code 18,514040,14,FRONT_IO_3_ECU
Drive Motor OverloadFault Code 16,514041,14,FRONT_IO_3_ECU
Charge Port Communication ErrorFault Code 3,514042,14,FRONT_IO_3_ECU
Traction Control System FailureFault Code 10,514043,14,FRONT_IO_3_ECU
Vehicle Speed Sensor FaultFault Code 6,514044,14,FRONT_IO_3_ECU
Regenerative Braking ErrorFault Code 27,514045,14,FRONT_IO_3_ECU
Battery Cooling System ErrorFault Code 3,514046,14,FRONT_IO_3_ECU
Charge Port Communication ErrorFault Code 28,514047,14,FRONT_IO_3_ECU
Isolation Fault DetectedFault Code 21,514048,14,FRONT_IO_3_ECU
Battery Cell ImbalanceFault Code 9,514049,14,FRONT_IO_3_ECU
Traction Control System FailureFault Code 29,514050,14,FRONT_IO_3_ECU
Charging Station MismatchFault Code 23,514051,14,FRONT_IO_3_ECU
Motor Controller FaultFault Code 2,514052,14,FRONT_IO_3_ECU
Regenerative Braking ErrorFault Code 19,514053,14,FRONT_IO_3_ECU
Electric Drive Unit OvercurrentFault Code 12,514054,14,FRONT_IO_3_ECU
Battery State of Charge ErrorFault Code 20,514034,14,FRONT_IO_3_ECU
Battery State of Charge ErrorFault Code 27,400009,16,FRONT_IO_3_ECU
Battery State of Charge ErrorFault Code 27,400009,0,FRONT_IO_3_ECU
HVAC System FaultFault Code 16,400010,16,FRONT_IO_3_ECU
HVAC System FaultFault Code 16,400010,0,FRONT_IO_3_ECU
Battery OverheatingFault Code 10,400005,0,FRONT_IO_3_ECU
Battery State of Charge ErrorFault Code 30,400003,0,FRONT_IO_3_ECU
Vehicle Speed Sensor FaultFault Code 1,400004,0,FRONT_IO_3_ECU
Vehicle Speed Sensor FaultFault Code 1,400004,19,FRONT_IO_3_ECU
Regenerative Braking ErrorFault Code 1,168,1,FRONT_IO_3_ECU
Regenerative Braking ErrorFault Code 1,168,0,FRONT_IO_3_ECU
Regenerative Braking ErrorFault Code 1,168,18,FRONT_IO_3_ECU
Regenerative Braking ErrorFault Code 1,168,16,FRONT_IO_3_ECU
Traction Control System FailureFault Code 15,516100,1,FRONT_IO_3_ECU
Traction Control System FailureFault Code 15,516100,0,FRONT_IO_3_ECU
Inverter OverloadFault Code 15,519499,16,FRONT_IO_3_ECU
Battery State of Charge ErrorFault Code 29,519455,2,FRONT_IO_3_ECU
Battery State of Charge ErrorFault Code 29,519455,18,FRONT_IO_3_ECU
Battery State of Charge ErrorFault Code 29,519455,12,FRONT_IO_3_ECU
Charging Station MismatchFault Code 24,519365,13,FRONT_IO_3_ECU
Charging Station MismatchFault Code 24,519365,2,FRONT_IO_3_ECU
Charging Station MismatchFault Code 24,519365,12,FRONT_IO_3_ECU
Isolation Fault DetectedFault Code 16,519364,11,FRONT_IO_3_ECU
Isolation Fault DetectedFault Code 16,519364,0,FRONT_IO_3_ECU
Battery Cell ImbalanceFault Code 5,519477,18,FRONT_IO_3_ECU
Thermal Management System FailureFault Code 6,519476,0,FRONT_IO_3_ECU
Battery Cell ImbalanceFault Code 1,519478,0,FRONT_IO_3_ECU
Isolation Fault DetectedFault Code 18,519479,0,FRONT_IO_3_ECU
Electric Drive Unit OvercurrentFault Code 14,519480,0,FRONT_IO_3_ECU
HVAC System FaultFault Code 3,519481,0,FRONT_IO_3_ECU
Regenerative Braking ErrorFault Code 18,519482,0,FRONT_IO_3_ECU
Isolation Fault DetectedFault Code 16,519483,0,FRONT_IO_3_ECU
Regenerative Braking ErrorFault Code 14,519484,0,FRONT_IO_3_ECU
Battery State of Charge ErrorFault Code 14,519494,0,FRONT_IO_3_ECU
Vehicle Speed Sensor FaultFault Code 30,519495,0,FRONT_IO_3_ECU
Isolation Fault DetectedFault Code 5,400000,16,FRONT_IO_3_ECU
Electric Drive Unit OvercurrentFault Code 6,400001,16,FRONT_IO_3_ECU
DC-DC Converter MalfunctionFault Code 30,519320,1,FRONT_IO_4_ECU
DC-DC Converter MalfunctionFault Code 30,519320,0,FRONT_IO_4_ECU
Regenerative Braking ErrorFault Code 28,519326,1,FRONT_IO_4_ECU
Regenerative Braking ErrorFault Code 28,519326,0,FRONT_IO_4_ECU
Battery State of Charge ErrorFault Code 8,519325,1,FRONT_IO_4_ECU
Battery State of Charge ErrorFault Code 8,519325,0,FRONT_IO_4_ECU
Powertrain Communication TimeoutFault Code 13,519323,1,FRONT_IO_4_ECU
Powertrain Communication TimeoutFault Code 13,519323,0,FRONT_IO_4_ECU
Charging Station MismatchFault Code 17,519400,16,FRONT_IO_4_ECU
High Voltage DisconnectFault Code 30,519338,16,FRONT_IO_4_ECU
Traction Control System FailureFault Code 29,519319,16,FRONT_IO_4_ECU
Charge Port Communication ErrorFault Code 8,519028,6,FRONT_IO_4_ECU
Thermal Management System FailureFault Code 13,519029,6,FRONT_IO_4_ECU
Isolation Fault DetectedFault Code 28,519030,6,FRONT_IO_4_ECU
Thermal Management System FailureFault Code 12,519031,6,FRONT_IO_4_ECU
Charge Port Communication ErrorFault Code 28,519032,6,FRONT_IO_4_ECU
Traction Control System FailureFault Code 24,519033,6,FRONT_IO_4_ECU
Regenerative Braking ErrorFault Code 31,519034,6,FRONT_IO_4_ECU
Charge Port Communication ErrorFault Code 12,519035,6,FRONT_IO_4_ECU
Regenerative Braking ErrorFault Code 4,519036,6,FRONT_IO_4_ECU
Vehicle Speed Sensor FaultFault Code 17,519037,6,FRONT_IO_4_ECU
Inverter OverloadFault Code 1,519038,6,FRONT_IO_4_ECU
Drive Motor OverloadFault Code 28,519039,6,FRONT_IO_4_ECU
Brake Pressure Sensor ErrorFault Code 31,519040,6,FRONT_IO_4_ECU
High Voltage DisconnectFault Code 23,519041,6,FRONT_IO_4_ECU
Battery State of Charge ErrorFault Code 24,519042,6,FRONT_IO_4_ECU
Vehicle Speed Sensor FaultFault Code 2,519043,6,FRONT_IO_4_ECU
Charge Port Communication ErrorFault Code 22,519060,3,FRONT_IO_4_ECU
Battery OverheatingFault Code 24,519061,3,FRONT_IO_4_ECU
Thermal Management System FailureFault Code 25,519062,3,FRONT_IO_4_ECU
Traction Control System FailureFault Code 29,519063,3,FRONT_IO_4_ECU
HVAC System FaultFault Code 25,519064,3,FRONT_IO_4_ECU
Vehicle Speed Sensor FaultFault Code 15,519065,3,FRONT_IO_4_ECU
HVAC System FaultFault Code 24,519066,3,FRONT_IO_4_ECU
Powertrain Communication TimeoutFault Code 22,519067,3,FRONT_IO_4_ECU
Charge Port Communication ErrorFault Code 22,519060,4,FRONT_IO_4_ECU
Battery OverheatingFault Code 24,519061,4,FRONT_IO_4_ECU
Thermal Management System FailureFault Code 25,519062,4,FRONT_IO_4_ECU
Traction Control System FailureFault Code 29,519063,4,FRONT_IO_4_ECU
HVAC System FaultFault Code 25,519064,4,FRONT_IO_4_ECU
Vehicle Speed Sensor FaultFault Code 15,519065,4,FRONT_IO_4_ECU
HVAC System FaultFault Code 24,519066,4,FRONT_IO_4_ECU
Powertrain Communication TimeoutFault Code 22,519067,4,FRONT_IO_4_ECU
Battery Cooling System ErrorFault Code 11,516996,16,FRONT_IO_4_ECU
Inverter OverloadFault Code 26,516997,16,FRONT_IO_4_ECU
Isolation Fault DetectedFault Code 9,516998,16,FRONT_IO_4_ECU
DC-DC Converter MalfunctionFault Code 19,516999,16,FRONT_IO_4_ECU
Vehicle Speed Sensor FaultFault Code 19,519000,16,FRONT_IO_4_ECU
Battery Cell ImbalanceFault Code 9,519001,16,FRONT_IO_4_ECU
Electric Drive Unit OvercurrentFault Code 7,519002,16,FRONT_IO_4_ECU
Battery Cooling System ErrorFault Code 17,519003,16,FRONT_IO_4_ECU
Battery OverheatingFault Code 13,519004,16,FRONT_IO_4_ECU
Regenerative Braking ErrorFault Code 21,519005,16,FRONT_IO_4_ECU
HVAC System FaultFault Code 13,519006,16,FRONT_IO_4_ECU
Inverter OverloadFault Code 6,519007,16,FRONT_IO_4_ECU
High Voltage DisconnectFault Code 7,519008,16,FRONT_IO_4_ECU
Inverter OverloadFault Code 12,519009,16,FRONT_IO_4_ECU
Inverter OverloadFault Code 6,519010,16,FRONT_IO_4_ECU
Battery OverheatingFault Code 16,519011,16,FRONT_IO_4_ECU
Brake Pressure Sensor ErrorFault Code 22,519012,16,FRONT_IO_4_ECU
Isolation Fault DetectedFault Code 26,519013,16,FRONT_IO_4_ECU
Charging Station MismatchFault Code 28,519014,16,FRONT_IO_4_ECU
High Voltage DisconnectFault Code 12,519015,16,FRONT_IO_4_ECU
Charging Station MismatchFault Code 7,519016,16,FRONT_IO_4_ECU
Inverter OverloadFault Code 12,519017,16,FRONT_IO_4_ECU
Charging Station MismatchFault Code 18,519018,16,FRONT_IO_4_ECU
Charging Station MismatchFault Code 1,519019,16,FRONT_IO_4_ECU
Vehicle Speed Sensor FaultFault Code 14,519493,0,FRONT_IO_4_ECU
Battery Cell ImbalanceFault Code 1,519300,0,FRONT_IO_4_ECU
Motor Controller FaultFault Code 18,519301,16,FRONT_IO_4_ECU
Motor Controller FaultFault Code 10,519347,16,FRONT_IO_4_ECU
High Voltage DisconnectFault Code 16,519348,16,FRONT_IO_4_ECU
Battery OverheatingFault Code 12,519349,16,FRONT_IO_4_ECU
Motor Controller FaultFault Code 21,519350,16,FRONT_IO_4_ECU
Drive Motor OverloadFault Code 9,519303,16,FRONT_IO_4_ECU
Powertrain Communication TimeoutFault Code 17,519305,16,FRONT_IO_4_ECU
Traction Control System FailureFault Code 3,519307,16,FRONT_IO_4_ECU
Regenerative Braking ErrorFault Code 7,519309,16,FRONT_IO_4_ECU
Brake Pressure Sensor ErrorFault Code 24,519304,16,FRONT_IO_4_ECU
Brake Pressure Sensor ErrorFault Code 16,519306,16,FRONT_IO_4_ECU
Traction Control System FailureFault Code 10,519308,16,FRONT_IO_4_ECU
Charge Port Communication ErrorFault Code 22,519310,16,FRONT_IO_4_ECU
Battery Cell ImbalanceFault Code 13,519327,0,FRONT_IO_4_ECU
Charging Station MismatchFault Code 23,519328,0,FRONT_IO_4_ECU
Battery Cell ImbalanceFault Code 22,519329,0,FRONT_IO_4_ECU
Electric Drive Unit OvercurrentFault Code 10,519330,0,FRONT_IO_4_ECU
Battery Cell ImbalanceFault Code 13,519327,16,FRONT_IO_4_ECU
Charging Station MismatchFault Code 23,519328,16,FRONT_IO_4_ECU
Battery Cell ImbalanceFault Code 22,519329,16,FRONT_IO_4_ECU
Electric Drive Unit OvercurrentFault Code 10,519330,16,FRONT_IO_4_ECU
Inverter OverloadFault Code 3,519485,0,FRONT_IO_4_ECU
Battery OverheatingFault Code 18,519486,0,FRONT_IO_4_ECU
Inverter OverloadFault Code 3,519485,16,FRONT_IO_4_ECU
Battery OverheatingFault Code 18,519486,16,FRONT_IO_4_ECU
DC-DC Converter MalfunctionFault Code 12,519355,31,FRONT_IO_4_ECU
Charge Port Communication ErrorFault Code 11,519356,31,FRONT_IO_4_ECU
Thermal Management System FailureFault Code 17,519357,31,FRONT_IO_4_ECU
Battery Cell ImbalanceFault Code 10,519358,31,FRONT_IO_4_ECU
Motor Controller FaultFault Code 17,400011,2,FRONT_IO_4_ECU
Motor Controller FaultFault Code 17,400011,13,FRONT_IO_4_ECU
Battery Cooling System ErrorFault Code 29,516000,2,FRONT_IO_4_ECU
Inverter OverloadFault Code 15,400012,0,FRONT_IO_4_ECU
Inverter OverloadFault Code 15,400012,1,FRONT_IO_4_ECU
Inverter OverloadFault Code 15,400012,2,FRONT_IO_4_ECU
Inverter OverloadFault Code 15,400012,3,FRONT_IO_4_ECU
Inverter OverloadFault Code 15,400012,4,FRONT_IO_4_ECU
Inverter OverloadFault Code 15,400012,5,FRONT_IO_4_ECU
Charge Port Communication ErrorFault Code 25,400008,16,FRONT_IO_4_ECU
Charge Port Communication ErrorFault Code 25,400008,0,FRONT_IO_4_ECU
Battery OverheatingFault Code 24,400014,0,FRONT_IO_4_ECU
Battery OverheatingFault Code 24,400014,2,FRONT_IO_4_ECU
Inverter OverloadFault Code 18,520201,8,FRONT_IO_4_ECU
Inverter OverloadFault Code 18,520201,9,FRONT_IO_4_ECU
Inverter OverloadFault Code 18,520201,6,FRONT_IO_4_ECU
Inverter OverloadFault Code 18,520201,7,FRONT_IO_4_ECU
Inverter OverloadFault Code 18,520201,11,FRONT_IO_4_ECU
Inverter OverloadFault Code 18,520201,0,FRONT_IO_4_ECU
Inverter OverloadFault Code 18,520201,1,FRONT_IO_4_ECU
Inverter OverloadFault Code 18,520201,2,FRONT_IO_4_ECU
Inverter OverloadFault Code 18,520201,3,FRONT_IO_4_ECU
Inverter OverloadFault Code 18,520201,4,FRONT_IO_4_ECU
Inverter OverloadFault Code 18,520201,5,FRONT_IO_4_ECU
Charging Station MismatchFault Code 27,510024,7,FRONT_IO_4_ECU
Charge Port Communication ErrorFault Code 28,510025,7,FRONT_IO_4_ECU
Battery Cooling System ErrorFault Code 15,510026,7,FRONT_IO_4_ECU
Motor Controller FaultFault Code 25,510027,7,FRONT_IO_4_ECU
Regenerative Braking ErrorFault Code 24,510028,7,FRONT_IO_4_ECU
DC-DC Converter MalfunctionFault Code 12,510029,7,FRONT_IO_4_ECU
Motor Controller FaultFault Code 31,517200,31,FRONT_IO_4_ECU
Regenerative Braking ErrorFault Code 2,517201,31,FRONT_IO_4_ECU
Regenerative Braking ErrorFault Code 19,517202,31,FRONT_IO_4_ECU
Vehicle Speed Sensor FaultFault Code 27,517203,31,FRONT_IO_4_ECU
Drive Motor OverloadFault Code 27,517204,31,FRONT_IO_4_ECU
High Voltage DisconnectFault Code 26,517205,31,FRONT_IO_4_ECU
Brake Pressure Sensor ErrorFault Code 3,517206,31,FRONT_IO_4_ECU
Powertrain Communication TimeoutFault Code 2,517207,31,FRONT_IO_4_ECU
HVAC System FaultFault Code 26,517208,31,FRONT_IO_4_ECU
DC-DC Converter MalfunctionFault Code 18,517209,31,FRONT_IO_4_ECU
Battery Cell ImbalanceFault Code 7,517210,31,FRONT_IO_4_ECU
Isolation Fault DetectedFault Code 14,517211,31,FRONT_IO_4_ECU
Charge Port Communication ErrorFault Code 11,517212,31,FRONT_IO_4_ECU
DC-DC Converter MalfunctionFault Code 3,517213,31,FRONT_IO_4_ECU
Isolation Fault DetectedFault Code 2,517214,31,FRONT_IO_4_ECU
Inverter OverloadFault Code 7,517215,31,FRONT_IO_4_ECU
Inverter OverloadFault Code 27,517216,31,FRONT_IO_4_ECU
Battery OverheatingFault Code 24,517217,31,FRONT_IO_4_ECU
Charging Station MismatchFault Code 28,517218,31,FRONT_IO_4_ECU
Traction Control System FailureFault Code 8,517219,31,FRONT_IO_4_ECU
Brake Pressure Sensor ErrorFault Code 30,517220,31,FRONT_IO_4_ECU
DC-DC Converter MalfunctionFault Code 14,517221,31,FRONT_IO_4_ECU
Thermal Management System FailureFault Code 12,517222,31,FRONT_IO_4_ECU
Powertrain Communication TimeoutFault Code 26,517223,31,FRONT_IO_4_ECU
High Voltage DisconnectFault Code 18,517224,31,FRONT_IO_4_ECU
Drive Motor OverloadFault Code 10,517225,31,FRONT_IO_4_ECU
Regenerative Braking ErrorFault Code 2,517226,31,FRONT_IO_4_ECU
Battery OverheatingFault Code 11,517227,31,FRONT_IO_4_ECU
Drive Motor OverloadFault Code 23,517228,31,FRONT_IO_4_ECU
Charge Port Communication ErrorFault Code 5,517229,31,FRONT_IO_4_ECU
Battery OverheatingFault Code 27,517230,31,FRONT_IO_4_ECU
Regenerative Braking ErrorFault Code 14,517231,31,FRONT_IO_4_ECU
Isolation Fault DetectedFault Code 20,517232,31,FRONT_IO_4_ECU
Inverter OverloadFault Code 1,517233,31,FRONT_IO_4_ECU
Isolation Fault DetectedFault Code 6,517234,31,FRONT_IO_4_ECU
Isolation Fault DetectedFault Code 9,517235,31,FRONT_IO_4_ECU
Charge Port Communication ErrorFault Code 12,517236,31,FRONT_IO_4_ECU
Brake Pressure Sensor ErrorFault Code 11,517237,31,FRONT_IO_4_ECU
Battery Cooling System ErrorFault Code 20,517238,31,FRONT_IO_4_ECU
High Voltage DisconnectFault Code 8,517239,31,FRONT_IO_4_ECU
Regenerative Braking ErrorFault Code 19,517240,31,FRONT_IO_4_ECU
Thermal Management System FailureFault Code 29,517241,31,FRONT_IO_4_ECU
Traction Control System FailureFault Code 3,517242,31,FRONT_IO_4_ECU
Inverter OverloadFault Code 14,517243,31,FRONT_IO_4_ECU
Electric Drive Unit OvercurrentFault Code 28,517244,31,FRONT_IO_4_ECU
HVAC System FaultFault Code 31,517245,31,FRONT_IO_4_ECU
Charging Station MismatchFault Code 10,517246,31,FRONT_IO_4_ECU
Isolation Fault DetectedFault Code 1,517247,31,FRONT_IO_4_ECU
HVAC System FaultFault Code 31,517248,31,FRONT_IO_4_ECU
DC-DC Converter MalfunctionFault Code 6,517249,31,FRONT_IO_4_ECU
Charging Station MismatchFault Code 3,517250,31,FRONT_IO_4_ECU
Charge Port Communication ErrorFault Code 21,517251,31,FRONT_IO_4_ECU
Powertrain Communication TimeoutFault Code 8,517252,31,FRONT_IO_4_ECU
Drive Motor OverloadFault Code 29,517253,31,FRONT_IO_4_ECU
Thermal Management System FailureFault Code 26,517254,31,FRONT_IO_4_ECU
Powertrain Communication TimeoutFault Code 31,517255,31,FRONT_IO_4_ECU
Charging Station MismatchFault Code 16,517256,31,FRONT_IO_4_ECU
Battery Cell ImbalanceFault Code 30,517257,31,FRONT_IO_4_ECU
Charging Station MismatchFault Code 19,517258,31,FRONT_IO_4_ECU
Thermal Management System FailureFault Code 14,517259,31,FRONT_IO_4_ECU
Inverter OverloadFault Code 17,517260,31,FRONT_IO_4_ECU
Electric Drive Unit OvercurrentFault Code 11,517261,31,FRONT_IO_4_ECU
Inverter OverloadFault Code 21,517262,31,FRONT_IO_4_ECU
Battery OverheatingFault Code 10,517263,31,FRONT_IO_4_ECU
High Voltage DisconnectFault Code 21,517264,31,FRONT_IO_4_ECU
Isolation Fault DetectedFault Code 15,517265,31,FRONT_IO_4_ECU
Isolation Fault DetectedFault Code 21,517266,31,FRONT_IO_4_ECU
Powertrain Communication TimeoutFault Code 1,517267,31,FRONT_IO_4_ECU
Battery State of Charge ErrorFault Code 21,517268,31,FRONT_IO_4_ECU
